source,id_str,text,created_at,retweet_count,in_reply_to_user_id_str,favorite_count,is_retweet
Twitter for iPhone,1325195021339987969,"71,000,000 Legal Votes. The most EVER for a sitting President!",Sat Nov 07 21:54:48 +0000 2020,112219,,614411,False
Twitter for iPhone,1325194709443080192,"THE OBSERVERS WERE NOT ALLOWED INTO THE COUNTING ROOMS. I WON THE ELECTION, GOT 71,000,000 LEGAL VOTES. BAD THINGS HAPPENED WHICH OUR OBSERVERS WERE NOT ALLOWED TO SEE. NEVER HAPPENED BEFORE. MILLIONS OF MAIL-IN BALLOTS WERE SENT TO PEOPLE WHO NEVER ASKED FOR THEM!",Sat Nov 07 21:53:34 +0000 2020,92429,,457831,False
Twitter for iPhone,1325099845045071873,"I WON THIS ELECTION, BY A LOT!",Sat Nov 07 15:36:36 +0000 2020,175473,,1051231,False
Twitter for iPhone,1325096422799237120,Georgia Counties Using Same Software as Michigan Counties Also Encounter ‘Glitch’ https://t.co/N2KlEOezGi via @BreitbartNews What a total mess this “election” has been!,Sat Nov 07 15:23:00 +0000 2020,68638,,251205,False
Twitter for iPhone,1325090748035985409,"Lawyer’s Press Conference at Four Season’s Landscaping, Philadelphia. Enjoy!",Sat Nov 07 15:00:27 +0000 2020,6191,,25293,False
Twitter for iPhone,1325087011464749056,Big press conference today in Philadelphia at Four Seasons Total Landscaping — 11:30am!,Sat Nov 07 14:45:37 +0000 2020,65850,,404192,False
Twitter for iPhone,1325086590197174272,Four Season’s Landscaping! https://t.co/kZ6xTFOx6M,Sat Nov 07 14:43:56 +0000 2020,493,,1948,False
Twitter for iPhone,1325084492076347396,"Lawyers Press Conference at Four Seasons, Philadelphia. 11:00 A.M.",Sat Nov 07 14:35:36 +0000 2020,6530,,23159,False
Twitter for iPhone,1325067488695099397,People were screaming STOP THE COUNT &amp; WE DEMAND TRANSPARENCY (As Legal Observers were refused admittance to count rooms)! https://t.co/CW1tivI45c,Sat Nov 07 13:28:02 +0000 2020,0,,0,False
Twitter for iPhone,1325065549559291910,....Bad things took place during those hours where LEGAL TRANSPARENCY was viciously &amp; crudely not allowed. Tractors blocked doors &amp; windows were covered with thick cardboard so that observers could not see into the count rooms. BAD THINGS HAPPENED INSIDE. BIG CHANGES TOOK PLACE!,Sat Nov 07 13:20:20 +0000 2020,0,25073877,0,False
Twitter for iPhone,1325065546342264834,"....This would ALSO change the Election result in numerous States, including Pennsylvania, which everyone thought was easily won on Election Night, only to see a massive lead disappear, without anyone being allowed to OBSERVE, for long intervals of time, what the happened...",Sat Nov 07 13:20:19 +0000 2020,0,25073877,0,False
Twitter for iPhone,1325065540390559745,"Tens of thousands of votes were illegally received after 8 P.M. on Tuesday, Election Day, totally and easily changing the results in Pennsylvania and certain other razor thin states. As a separate matter, hundreds of thousands of Votes were illegally not allowed to be OBSERVED...",Sat Nov 07 13:20:18 +0000 2020,0,,0,False
Twitter for iPhone,1324933808022573060,RT @realDonaldTrump: Incredibly stated Jim!,Sat Nov 07 04:36:50 +0000 2020,75949,,0,True
Twitter for iPhone,1324933062174650369,"RT @BuckSexton: Does anyone even try to make an argument why there is a good faith reason to block GOP poll watchers, or are we just suppos…",Sat Nov 07 04:33:52 +0000 2020,20689,,0,True
Twitter for iPhone,1324931722165821440,"RT @jsolomonReports: Detroit city worker blows whistle, claims ballots were ordered backdated. FBI probing. | Just The News
https://t.co/e8…",Sat Nov 07 04:28:33 +0000 2020,37568,,0,True
Twitter for iPhone,1324931605106929664,"RT @jsolomonReports: U.S. adds 638,000 jobs in October, unemployment rate drops to 6.9%, report | Just The News
https://t.co/QZtBD9Ic0l",Sat Nov 07 04:28:05 +0000 2020,12778,,0,True
Twitter for iPhone,1324931200390193152,"RT @paulsperry_: ‘Blindsided’: GOP elections board members in NC resign in protest over irregular absentee ballots

Democrats insisted on l…",Sat Nov 07 04:26:28 +0000 2020,17705,,0,True
Twitter for iPhone,1324931041740664832,RT @paulsperry_: BREAKING: Sources on the ground say Stacey Abrams has been involved in the monitoring of mail-in ballot and absentee ballo…,Sat Nov 07 04:25:51 +0000 2020,23614,,0,True
Twitter for iPhone,1324930925843652608,RT @paulsperry_: BREAKING: Mich Gov Whitmer sent health dept into Detroit TFC Center to evict GOP pollwatchers but not Dem pollwatchers or…,Sat Nov 07 04:25:23 +0000 2020,37713,,0,True
Twitter for iPhone,1324930815474667520,"RT @paulsperry_: Funny how CNN has suddenly stopped its ""COVID-COVID-COVID!"" drumbeat, isn't it? They've even taken down their death toll t…",Sat Nov 07 04:24:57 +0000 2020,22688,,0,True
Twitter for iPhone,1324930659316621312,RT @TomBevanRCP: It doesn't matter if Fox's call of AZ ends up being correct in the end. It was totally unnecessary to call it as early as…,Sat Nov 07 04:24:19 +0000 2020,13872,,0,True
Twitter for iPhone,1324930390969167872,RT @josepheschmitz: True Electoral Count Shows Trump Winning | https://t.co/BxH22yEHhR https://t.co/yMDO2hG1OI via @Newsmax,Sat Nov 07 04:23:15 +0000 2020,17461,,0,True
Twitter for iPhone,1324930010235490304,"RT @paulsperry_: BREAKING: Michigan county misdirected 1,000s of Trump votes to Biden
https://t.co/WKAIDTc6in",Sat Nov 07 04:21:45 +0000 2020,21022,,0,True
Twitter for iPhone,1324929941998350336,"RT @paulsperry_: Valid question Trump's legal team is asking:

How many people who requested and mailed in ballots near or on Election Day…",Sat Nov 07 04:21:28 +0000 2020,20886,,0,True
Twitter for iPhone,1324929821776949248,"RT @paulsperry_: Democrats will have to reconcile a couple other things, as well. To wit:

--If Biden's ground game was so nonexistent due…",Sat Nov 07 04:21:00 +0000 2020,14275,,0,True
Twitter for iPhone,1324928993594896385,"RT @dbongino: These errors only seem to ever happen in one direction. 👇 
https://t.co/tUxxxTbUJd",Sat Nov 07 04:17:42 +0000 2020,0,,0,True
Twitter for iPhone,1324928487807995910,"RT @dbongino: The Polls Were More Wrong in 2020 Than in 2016 👇👇
https://t.co/LpepzKdlp1",Sat Nov 07 04:15:42 +0000 2020,9291,,0,True
Twitter for iPhone,1324927403811024896,RT @Jim_Jordan: First win for election integrity!,Sat Nov 07 04:11:23 +0000 2020,30733,,0,True
Twitter for iPhone,1324927258679767042,Incredibly stated Jim! https://t.co/FNbZ71gsZx,Sat Nov 07 04:10:49 +0000 2020,75949,,316620,False
Twitter for iPhone,1324901123996741634,“We need an explanation as to how these numbers have been running up for the last two or three days.” Matthew Whitaker. @EveningEdit,Sat Nov 07 02:26:58 +0000 2020,64244,,366760,False
Twitter for iPhone,1324855496722026498,"I had such a big lead in all of these states late into election night, only to see the leads miraculously disappear as the days went by. Perhaps these leads will return as our legal proceedings move forward!",Fri Nov 06 23:25:39 +0000 2020,100171,,566374,False
Twitter for iPhone,1324846580147642369,Joe Biden should not wrongfully claim the office of the President. I could make that claim also. Legal proceedings are just now beginning!,Fri Nov 06 22:50:13 +0000 2020,114284,,652580,False
Twitter for iPhone,1324768077939118083,Where are the missing military ballots in Georgia? What happened to them?,Fri Nov 06 17:38:17 +0000 2020,118558,,631977,False
Twitter for iPhone,1324752659996397575,"With the attack by the Radical Left Dems on the Republican Senate, the Presidency becomes even more important!",Fri Nov 06 16:37:01 +0000 2020,67975,,410530,False
Twitter for iPhone,1324750568817102852,"....has been able to render decisions in a matter of days.” Ken Starr, former Independent Counsel @Varneyco",Fri Nov 06 16:28:42 +0000 2020,27781,25073877,154899,False
Twitter for iPhone,1324750565092610048,"....hopefully this will be corrected at the Supreme Court of the United States. Also, these late ballots past Election Day are illegal, exactly what the President has been saying. The Supreme Court, in extraordinary circumstances,...",Fri Nov 06 16:28:42 +0000 2020,32657,25073877,174773,False
Twitter for iPhone,1324750561514848256,"....Legislature. They just ignored that, ignored the Constitution. Now we bring it down to the counting houses, and outrageously, observers, who are the sentinels of integrity &amp; transparency, were excluded. Pennsylvania has conducted itself in a horrible lawless way, and....",Fri Nov 06 16:28:41 +0000 2020,18450,25073877,73712,False
Twitter for iPhone,1324750555059728384,"“This is what we know. We have to go back to the state level and how this morass came to be in the first instance. The Governor, Wolf, and the State Supreme Court, flagrantly violated the Constitution of the U.S. The power to set these rules and regulations is vested in the",Fri Nov 06 16:28:39 +0000 2020,59844,,264757,False
Twitter for iPhone,1324730186798161925,“Philadelpiha has got a rotten history on election integrity.” @Varneyco @FoxBusiness,Fri Nov 06 15:07:43 +0000 2020,51873,,311633,False
Twitter for iPhone,1324613375213621248,"Twitter is out of control, made possible through the government gift of Section 230!",Fri Nov 06 07:23:33 +0000 2020,89453,,495776,False
Twitter for iPhone,1324613181466173440,"I easily WIN the Presidency of the United States with LEGAL VOTES CAST. The OBSERVERS were not allowed, in any way, shape, or form, to do their job and therefore, votes accepted during this period must be determined to be ILLEGAL VOTES. U.S. Supreme Court should decide!",Fri Nov 06 07:22:47 +0000 2020,0,,0,False
Twitter for iPhone,1324612560646262785,"So now the Democrats are working to gain control of the U.S. Senate through their actions on John James, David Perdue, and more. Would End the Filibuster, “Life”, 2A, and would Pack and Rotate the Court. Presidency becomes even more important. We will win!",Fri Nov 06 07:20:19 +0000 2020,67791,,340262,False
Twitter for iPhone,1324541720583905286,https://t.co/11BmRoMKa3,Fri Nov 06 02:38:49 +0000 2020,0,,0,False
Twitter for iPhone,1324541695577436161,https://t.co/U4x4etE097,Fri Nov 06 02:38:43 +0000 2020,0,,0,False
Twitter for iPhone,1324541657665200129,https://t.co/ityeypdGDi,Fri Nov 06 02:38:34 +0000 2020,34516,,178540,False
Twitter for iPhone,1324541519873847296,https://t.co/HhiK6eDVds,Fri Nov 06 02:38:01 +0000 2020,0,,0,False
Twitter for iPhone,1324493225579696129,News Conference at 6:30 P.M.,Thu Nov 05 23:26:07 +0000 2020,42374,,395590,False
Twitter for iPhone,1324445863083708417,"RT @EricTrump: 🚨🚨🚨 The amount of FRAUD being reported in Pennsylvania, Michigan, Nevada, Georgia and Wisconsin is unreal. Please report per…",Thu Nov 05 20:17:55 +0000 2020,0,,0,True
Twitter for iPhone,1324401527663058944,STOP THE FRAUD!,Thu Nov 05 17:21:45 +0000 2020,0,,0,False
Twitter for iPhone,1324386685858287616,All of the recent Biden claimed States will be legally challenged by us for Voter Fraud and State Election Fraud. Plenty of proof - just check out the Media. WE WILL WIN! America First!,Thu Nov 05 16:22:46 +0000 2020,0,,0,False
Twitter for iPhone,1324382829535498244,Big legal win in Pennsylvania!,Thu Nov 05 16:07:27 +0000 2020,86393,,678423,False
Twitter for iPhone,1324377408552816640,RT @realDonaldTrump: STOP THE COUNT!,Thu Nov 05 15:45:54 +0000 2020,120383,,0,True
Twitter for iPhone,1324375607933833219,"Jobless Claims Dip to 751,000, Lowest Since March https://t.co/dzuJpS78nb via @BreitbartNews",Thu Nov 05 15:38:45 +0000 2020,24242,,138602,False
Twitter for iPhone,1324375334653988864,Fmr NV AG Laxalt: ‘No Question‘ Trump Would Have Won Nevada ‘Convincingly‘ Without Mail-in Voting https://t.co/pm4Wpfr6x0 via @BreitbartNews,Thu Nov 05 15:37:40 +0000 2020,27653,,123962,False
Twitter for iPhone,1324368202139357186,ANY VOTE THAT CAME IN AFTER ELECTION DAY WILL NOT BE COUNTED!,Thu Nov 05 15:09:19 +0000 2020,0,,0,False
Twitter for iPhone,1324353932022480896,STOP THE COUNT!,Thu Nov 05 14:12:37 +0000 2020,120383,,745353,False
Twitter for iPhone,1324139647111409667,"Detroit Absentee Ballot Counting Chaos, Blocked Windows and Observers https://t.co/KzIwhbQrDt via @BreitbartNews",Thu Nov 05 00:01:07 +0000 2020,71658,,250353,False
Twitter for iPhone,1324139387546984449,Demands Arise for PA Attorney General to ‘Step Aside‘ https://t.co/jrED09zpK1 via @BreitbartNews,Thu Nov 05 00:00:05 +0000 2020,44537,,173089,False
Twitter for iPhone,1324131291135168512,"RT @GOPLeader: The Republican coalition is bigger, more diverse, and more energetic than ever before—thanks to President @realDonaldTrump.…",Wed Nov 04 23:27:55 +0000 2020,17789,,0,True
Twitter for iPhone,1324130551234727936,"Our lawyers have asked for “meaningful access”, but what good does that do? The damage has already been done to the integrity of our system, and to the Presidential Election itself. This is what should be discussed!",Wed Nov 04 23:24:59 +0000 2020,92324,,536780,False
Twitter for iPhone,1324108206801563650,.....there was a large number of secretly dumped ballots as has been widely reported!,Wed Nov 04 21:56:11 +0000 2020,0,25073877,0,False
Twitter for iPhone,1324108200141082624,"We have claimed, for Electoral Vote purposes, the Commonwealth of Pennsylvania (which won’t allow legal observers) the State of Georgia, and the State of North Carolina, each one of which has a BIG Trump lead. Additionally, we hereby claim the State of Michigan if, in fact,.....",Wed Nov 04 21:56:10 +0000 2020,74589,,355564,False
Twitter for iPhone,1324061986779504642,"We are winning Pennsylvania big, but the PA Secretary of State just announced that there are “Millions of ballots left to be counted.”",Wed Nov 04 18:52:32 +0000 2020,63886,,391576,False
Twitter for iPhone,1324059767581671425,"Wow! It looks like Michigan has now found the ballots necessary to keep a wonderful young man, John James, out of the U.S. Senate. What a terrible thing is happening!",Wed Nov 04 18:43:43 +0000 2020,77818,,421620,False
Twitter for iPhone,1324033983882166272,"They are working hard to make up 500,000 vote advantage in Pennsylvania disappear — ASAP. Likewise, Michigan and others!",Wed Nov 04 17:01:15 +0000 2020,0,,0,False
Twitter for iPhone,1324032541544927233,"They are finding Biden votes all over the place — in Pennsylvania, Wisconsin, and Michigan. So bad for our Country!",Wed Nov 04 16:55:31 +0000 2020,103134,,630653,False
Twitter for iPhone,1324012948965261312,RT @MattMackowiak: An update gives Biden 100% of new votes — 128k+ https://t.co/SPUrTf8gXN,Wed Nov 04 15:37:40 +0000 2020,0,,0,True
Twitter for iPhone,1324012341458075648,WHAT IS THIS ALL ABOUT? https://t.co/6487pYLZnL,Wed Nov 04 15:35:15 +0000 2020,43098,,161542,False
Twitter for iPhone,1324007806694023169,How come every time they count Mail-In ballot dumps they are so devastating in their percentage and power of destruction?,Wed Nov 04 15:17:14 +0000 2020,88233,,555146,False
Twitter for iPhone,1324004491612618752,"Last night I was leading, often solidly, in many key States, in almost all instances Democrat run &amp; controlled. Then, one by one, they started to magically disappear as surprise ballot dumps were counted. VERY STRANGE, and the “pollsters” got it completely &amp; historically wrong!",Wed Nov 04 15:04:04 +0000 2020,0,,0,False
Twitter for iPhone,1323889136571437056,RT @TeamTrump: LIVE: President Donald J Trump https://t.co/J7hhaUPUf0,Wed Nov 04 07:25:41 +0000 2020,39450,,0,True
Twitter for iPhone,1323864823680126977,"We are up BIG, but they are trying to STEAL the Election. We will never let them do it. Votes cannot be cast after the Polls are closed!",Wed Nov 04 05:49:04 +0000 2020,0,,0,False
Twitter for iPhone,1323864021167198209,I will be making a statement tonight. A big WIN!,Wed Nov 04 05:45:53 +0000 2020,133863,,928071,False
Twitter for iPhone,1323863787825438720,"We are up BIG, but they are trying to STEAL the Election. We will never let them do it. Votes cannot be cast after the Poles are closed!",Wed Nov 04 05:44:57 +0000 2020,15971,,66638,False
Twitter for iPhone,1323766095040385025,"RT @GOP: There is still time to get out and cast your vote!
 
Find your polling location &amp; vote @realDonaldTrump to #MakeAmericaGreatAgainA…",Tue Nov 03 23:16:46 +0000 2020,9339,,0,True
Twitter for iPhone,1323765884268224514,WE ARE LOOKING REALLY GOOD ALL OVER THE COUNTRY. THANK YOU!,Tue Nov 03 23:15:55 +0000 2020,109780,,960858,False
Twitter for iPhone,1323725991148167171,"Get out &amp; VOTE! Under my Administration, our ECONOMY is growing at the fastest rate EVER at 33.1%. Next year will be the GREATEST ECONOMIC YEAR in American History!

Find your polling place below. https://t.co/OODmll3Snt",Tue Nov 03 20:37:24 +0000 2020,28692,,184388,False
Twitter for iPhone,1323714481353068546,"RT @realDonaldTrump: VOTE! VOTE! VOTE!
https://t.co/85ySh1KYkh",Tue Nov 03 19:51:40 +0000 2020,129532,,0,True
Twitter for iPhone,1323714393184653323,RT @realDonaldTrump: https://t.co/gsFSghkmdM https://t.co/ao85KjMeBW,Tue Nov 03 19:51:19 +0000 2020,22250,,0,True
Twitter for iPhone,1323714331922583556,RT @realDonaldTrump: https://t.co/gsFSgh2KPc https://t.co/gs5RMGGhDR,Tue Nov 03 19:51:04 +0000 2020,16593,,0,True
Twitter for iPhone,1323714155967373312,RT @realDonaldTrump: https://t.co/gsFSghkmdM https://t.co/Mu6grSAmV9,Tue Nov 03 19:50:22 +0000 2020,15128,,0,True
Twitter for iPhone,1323714095225384962,RT @realDonaldTrump: https://t.co/voxNnIYMpe,Tue Nov 03 19:50:08 +0000 2020,12603,,0,True
Twitter for iPhone,1323713956280754182,RT @realDonaldTrump: https://t.co/gsFSghkmdM https://t.co/EBtsPQznVV,Tue Nov 03 19:49:35 +0000 2020,15829,,0,True
Twitter for iPhone,1323692146147340299,"RT @realDonaldTrump: VOTE! VOTE! VOTE!
https://t.co/85ySh1KYkh",Tue Nov 03 18:22:55 +0000 2020,120091,,0,True
Twitter for iPhone,1323692020880297986,https://t.co/zX4bqgtWqH,Tue Nov 03 18:22:25 +0000 2020,24759,,137858,False
Twitter for iPhone,1323691984989622272,https://t.co/SMaOF79kPV,Tue Nov 03 18:22:16 +0000 2020,29671,,152248,False
Twitter for iPhone,1323684790894297089,RT @BarstoolNewsN: The Amish are not playing around today https://t.co/S3vIy3oMYR,Tue Nov 03 17:53:41 +0000 2020,33182,,0,True
Twitter for iPhone,1323680963310866435,"A parade for me in Nigeria, a great honor! https://t.co/EHiSQMFvSZ",Tue Nov 03 17:38:29 +0000 2020,87081,,513972,False
Twitter for iPhone,1323669746823372800,https://t.co/oLOa4kC1i0,Tue Nov 03 16:53:54 +0000 2020,40093,,206475,False
Twitter for iPhone,1323627228748460033,https://t.co/gsFSghkmdM,Tue Nov 03 14:04:57 +0000 2020,19861,,133226,False
Twitter for iPhone,1323534663453913093,"VOTE! VOTE! VOTE!
https://t.co/85ySh1KYkh",Tue Nov 03 07:57:08 +0000 2020,170927,,904092,False
Twitter for iPhone,1323528201428103168,RT @PastorDScott: We need to set all time records in voter turnout tomorrow for President @realDonaldTrump ! VOTE Donald Trump for Presiden…,Tue Nov 03 07:31:27 +0000 2020,11978,,0,True
Twitter for iPhone,1323528083995987968,RT @PastorDScott: VOTE TRUMP!!!!!!,Tue Nov 03 07:30:59 +0000 2020,11134,,0,True
Twitter for iPhone,1323527920200003584,Thank you Matt! https://t.co/hWiyWpvf8o,Tue Nov 03 07:30:20 +0000 2020,16611,,116716,False
Twitter for iPhone,1323527463519969280,RT @GOP: “Let’s Make America Great Again and re-elect our fantastic president!” -@GOPChairwoman https://t.co/nfrSa5b44g,Tue Nov 03 07:28:31 +0000 2020,9644,,0,True
Twitter for iPhone,1323527405680562177,Thank you Paris. Keep up the GREAT work! https://t.co/jPT046qOTU,Tue Nov 03 07:28:18 +0000 2020,16844,,119561,False
Twitter for iPhone,1323520912516284416,"RT @camakridis: My new analysis in @TheHillOpinion with @jonjakubowski, ""Don't believe the polls — Trump is winning."" #TrumpIsLosing #Trump…",Tue Nov 03 07:02:30 +0000 2020,5678,,0,True
Twitter for iPhone,1323520654306615297,"To all of our supporters: thank you from the bottom of my heart. You have been there from the beginning, and I will never let you down. Your hopes are my hopes, your dreams are my dreams, and your future is what I am fighting for every single day! https://t.co/gsFSghkmdM https://t.co/fLek4keQ1t",Tue Nov 03 07:01:28 +0000 2020,62742,,311113,False
Twitter for iPhone,1323520310713352192,Thank you Brad! https://t.co/Rdcp9D76Ol,Tue Nov 03 07:00:06 +0000 2020,7475,,52399,False
Twitter for iPhone,1323515992069173248,https://t.co/hLuyRy0WNU,Tue Nov 03 06:42:56 +0000 2020,9450,,62509,False
Twitter for iPhone,1323515783947915270,https://t.co/tyZW5hYRIY,Tue Nov 03 06:42:07 +0000 2020,7741,,48588,False
Twitter for iPhone,1323515749164527618,https://t.co/mpusBndpcH,Tue Nov 03 06:41:58 +0000 2020,7814,,50024,False
Twitter for iPhone,1323513166672891904,"THANK YOU MICHIGAN!
https://t.co/uKkJz6ioO2",Tue Nov 03 06:31:43 +0000 2020,12619,,75795,False
Twitter for iPhone,1323481349030879232,"Our prayers are with the people of Vienna after yet another vile act of terrorism in Europe. These evil attacks against innocent people must stop. The U.S. stands with Austria, France, and all of Europe in the fight against terrorists, including radical Islamic terrorists.",Tue Nov 03 04:25:17 +0000 2020,39780,,238710,False
Twitter for iPhone,1323475722032336896,"Heading to GRAND RAPIDS, MICHIGAN after a great evening in KENOSHA, WISCONSIN! Get out and VOTE tomorrow, let’s MAKE AMERICA GREAT AGAIN! https://t.co/k6vyL1hLqL",Tue Nov 03 04:02:55 +0000 2020,18222,,106928,False
Twitter for iPhone,1323471421721464832,"A vote for Sleepy Joe Biden is a vote to give control of government over to Globalists, Communists, Socialists, and Wealthy Liberal Hypocrites who want to silence, censor, cancel, and punish you. Get out and VOTE #MAGA tomorrow! https://t.co/gsFSghkmdM",Tue Nov 03 03:45:50 +0000 2020,17083,,77367,False
Twitter for iPhone,1323470806240927745,"Biden has vowed to ABOLISH the American oil and natural gas industries, and BAN fracking. As long as I am President, we will remain the number one producer of oil and natural gas on earth – and we will remain Energy Independent! https://t.co/gsFSghkmdM https://t.co/v1RYeAvhC4",Tue Nov 03 03:43:23 +0000 2020,14477,,69797,False
Twitter for iPhone,1323469256667942913,"A vote for me and the Republican Party is a vote for the American Dream! Over the next four years, we will make America into the Manufacturing Superpower of the World, and we will end our reliance on China once and for all. https://t.co/gsFSghkmdM https://t.co/S7PAIqWd0y",Tue Nov 03 03:37:14 +0000 2020,18798,,97639,False
Twitter for iPhone,1323468357312667649,"I am asking you to go VOTE for your favorite president, we still have work to do! Let’s WIN, WIN, WIN! https://t.co/ysLmOS689V",Tue Nov 03 03:33:39 +0000 2020,16911,,92573,False
Twitter for iPhone,1323468022674239489,https://t.co/hIQJEO7JOY,Tue Nov 03 03:32:20 +0000 2020,7723,,46648,False
Twitter for iPhone,1323467986716495873,https://t.co/JXkiePOLMb,Tue Nov 03 03:32:11 +0000 2020,7340,,44611,False
Twitter for iPhone,1323467626786508800,"THANK YOU WISCONSIN! 
https://t.co/oqG7u6KAiq",Tue Nov 03 03:30:45 +0000 2020,9465,,59237,False
Twitter for iPhone,1323442223459954688,"RT @EricTrump: This is amazing! 🇺🇸🇺🇸🇺🇸

#Linemen for @realDonaldTrump https://t.co/1APU11eiSA",Tue Nov 03 01:49:49 +0000 2020,23861,,0,True
Twitter for iPhone,1323440225134301197,https://t.co/fKMVDC5vXT,Tue Nov 03 01:41:52 +0000 2020,12122,,56964,False
Twitter for iPhone,1323430341512622080,The Supreme Court decision on voting in Pennsylvania is a VERY dangerous one. It will allow rampant and unchecked cheating and will undermine our entire systems of laws. It will also induce violence in the streets. Something must be done!,Tue Nov 03 01:02:36 +0000 2020,0,,0,False
Twitter for iPhone,1323427944447070209,https://t.co/gsFSghkmdM https://t.co/09vZvRrS1V,Tue Nov 03 00:53:04 +0000 2020,14304,,79230,False
Twitter for iPhone,1323426413286952960,"THANK YOU MICHIGAN! Tomorrow, you have the power, with your vote, to save AMERICA! So get your friends, get your family, get your neighbors and co-workers, and GET OUT AND VOTE! Together, WE will MAKE AMERICA GREAT AGAIN! https://t.co/r51nIlOrKx",Tue Nov 03 00:46:59 +0000 2020,18689,,85841,False
Twitter for iPhone,1323425512933523456,"Over the next 4 years, we will teach our children to love our Country, honor our history, and always respect our great American Flag—and with God’s help, we will defend the right to life, religious liberty, and the right to KEEP AND BEAR ARMS! https://t.co/gsFSghkmdM",Tue Nov 03 00:43:24 +0000 2020,16479,,76171,False
Twitter for iPhone,1323425208255086592,"For 47 years, Joe Biden viciously attacked Black Americans. He called young black men “super predators.” To every black American: I am asking for your vote. This is your one and only chance to show Sleepy Joe what you think of his decision to attack you, jail you, and betray you!",Tue Nov 03 00:42:12 +0000 2020,38782,,185883,False
Twitter for iPhone,1323424836077670400,"Joe Biden would increase refugees from terrorist nations by 700%. His plan would overwhelm your communities and turn Michigan, Minnesota, Wisconsin and the entire Midwest into a refugee camp. I am protecting your families and keeping Radical Islamic Terrorists OUT of our Country!",Tue Nov 03 00:40:43 +0000 2020,28054,,133909,False
Twitter for iPhone,1323424722911170560,A vote for Joe Biden is a vote to extinguish and eradicate your state’s auto industry. Biden is a corrupt politician who SOLD OUT Michigan to CHINA. Biden is the living embodiment of the decrepit and depraved political class that got rich bleeding America Dry!,Tue Nov 03 00:40:16 +0000 2020,23044,,112932,False
Twitter for iPhone,1323423893831536641,I just signed an executive order to teach our students PRO-AMERICAN Values! https://t.co/WjPo7Qgooz,Tue Nov 03 00:36:58 +0000 2020,17447,,91073,False
Twitter for iPhone,1323422929850372098,"Sleepy Joe Biden has vowed to ABOLISH the American oil and natural gas industries, and BAN fracking. Biden’s energy ban will send every state into crushing poverty, from Michigan, to Wisconsin to Arizona to Pennsylvania. https://t.co/gsFSghkmdM",Tue Nov 03 00:33:09 +0000 2020,9890,,46083,False
Twitter for iPhone,1323422500626288641,https://t.co/yxoigJdsMz,Tue Nov 03 00:31:26 +0000 2020,7608,,43842,False
Twitter for iPhone,1323394390446977024,"Just landed in Traverse City, Michigan. Big crowd!",Mon Nov 02 22:39:44 +0000 2020,22045,,224480,False
Twitter for iPhone,1323390619570626560,"¡Mi #AmericanDreamPlan es una promesa para los hispanoamericanos de impulsar una economía próspera, proveer oportunidades de educación para todos, preservar la libertad y apoyar la fe, la familia y la comunidad! https://t.co/RSuEyIFQ0W",Mon Nov 02 22:24:45 +0000 2020,18521,,90653,False
Twitter for iPhone,1323390300505690112,"My #AmericanDreamPlan is a promise to Hispanic Americans to fuel a thriving economy, provide education opportunity for all, preserve freedom, and support faith, family, and community! 
https://t.co/5VPkbZPavC",Mon Nov 02 22:23:29 +0000 2020,14009,,72299,False
Twitter for iPhone,1323389514476302336,RT @ClayTravis: I am voting for @realDonaldTrump for president this year. Here’s why: https://t.co/5U5BjB5pZb,Mon Nov 02 22:20:22 +0000 2020,9927,,0,True
Twitter for iPhone,1323387597796900866,"As Christians throughout this great Country celebrate All Souls Day, let’s remember those who went before us and built this great nation. May their legacy inspire us as we keep our nation what it has always been: blessed and great!",Mon Nov 02 22:12:45 +0000 2020,26459,,149657,False
Twitter for iPhone,1323381654451376133,"For years you had a President who apologized for America – now you have a President who is standing up for America, and standing up for PENNSYLVANIA. Tomorrow, you have the power, with your vote, to save AMERICA! GET OUT AND VOTE!! #MAGA https://t.co/Sx0PBaplkJ",Mon Nov 02 21:49:08 +0000 2020,15024,,69198,False
Twitter for iPhone,1323380988379078657,"With your VOTE, we will continue to cut your taxes and regs, support our police, support our military, protect your 2A, defend religious liberty &amp; ensure more products are proudly stamped MADE IN THE USA! Next year will be the greatest economic year in the history of our Country! https://t.co/xiOTYudYic",Mon Nov 02 21:46:29 +0000 2020,13879,,67720,False
Twitter for iPhone,1323377681996697601,"...no future for America’s youth. A vote for Biden is a vote for Lockdowns, Layoffs and Misery. Get out and VOTE tomorrow! https://t.co/gsFSghkmdM",Mon Nov 02 21:33:21 +0000 2020,9703,25073877,48508,False
Twitter for iPhone,1323377677974294530,"Joe Biden is promising to delay the vaccine and turn America into a prison state—locking you in your home while letting far-left rioters roam free. The Biden Lockdown will mean no school, no graduations, no weddings, no Thanksgiving, no Christmas, no Fourth of July, and...",Mon Nov 02 21:33:20 +0000 2020,28816,,121384,False
Twitter for iPhone,1323376918620758022,"If I don’t sound like a typical Washington politician, it’s because I’m NOT a politician. If I don’t always play by the rules of the Washington Establishment, it’s because I was elected to fight for YOU, harder than anyone ever has before! https://t.co/gsFSghkmdM https://t.co/eVdVbUUwPM",Mon Nov 02 21:30:19 +0000 2020,13091,,63534,False
