source,id_str,text,created_at,retweet_count,in_reply_to_user_id_str,favorite_count,is_retweet
Twitter for iPhone,1300639323436523520,"Kimberly Klacik is really working hard to help the people of Baltimore. She is running for Congress as a Republican, &amp; if she wins she will be an inspiration to all. She is strong on inner city rebuilding, healthcare, our Military &amp; Vets. She has my Complete &amp; Total Endorsement!",Tue Sep 01 03:39:14 +0000 2020,30548,,128985,False
Twitter for iPhone,1300630744759500807,"My son, Donald, just wrote a really important new book, “Liberal Privilege”, talking, with great knowledge, of our world today. Lets make him a number one bestseller, again! @DonaldJTrumpJr @seanhannity",Tue Sep 01 03:05:08 +0000 2020,27096,,135092,False
Twitter for iPhone,1300625320039657473,https://t.co/sOGZ9NF77m,Tue Sep 01 02:43:35 +0000 2020,12556,,46433,False
Twitter for iPhone,1300621018361475072,https://t.co/AvB1aWyrSM,Tue Sep 01 02:26:29 +0000 2020,11398,,42551,False
Twitter for iPhone,1300609727060217862,I will be interviewed on @IngrahamAngle tonight at 10:00 P.M. on @FoxNews. Enjoy!,Tue Sep 01 01:41:37 +0000 2020,11110,,74624,False
Twitter for iPhone,1300607592478248962,RT @DanScavino: 🤔https://t.co/NSaH8SslN4,Tue Sep 01 01:33:08 +0000 2020,10087,,0,False
Twitter for iPhone,1300606596058353665,RT @DanScavino: https://t.co/hYVvodrerk,Tue Sep 01 01:29:11 +0000 2020,13152,,0,False
Twitter for iPhone,1300562958301442050,https://t.co/QawXAxElm6,Mon Aug 31 22:35:47 +0000 2020,11316,,43309,False
Twitter for iPhone,1300562912248041473,https://t.co/mHeGTRil5i,Mon Aug 31 22:35:36 +0000 2020,9417,,35480,False
Twitter for iPhone,1300562884896927745,https://t.co/3iM1oRDEgy,Mon Aug 31 22:35:29 +0000 2020,8539,,33453,False
Twitter for iPhone,1300559123189301252,Will be interviewed by Laura Ingraham (@IngrahamAngle) tonight at 10:00 P.M. Eastern on @FoxNews. Enjoy!,Mon Aug 31 22:20:32 +0000 2020,14967,,77481,False
Twitter for iPhone,1300550477474598918,RT @WhiteHouse: LIVE: President @realDonaldTrump holds a news conference https://t.co/H3TZocumET,Mon Aug 31 21:46:11 +0000 2020,7324,,0,False
Twitter for iPhone,1300509602992345090,"RT @TrumpWarRoom: Joe Biden: ""Covid has taken this year, just since the outbreak, has taken more than 100 year, look, here's, the lives, it…",Mon Aug 31 19:03:46 +0000 2020,20039,,0,False
Twitter for iPhone,1300503351101186048,"Just watched what Biden had to say. To me, he’s blaming the Police far more than he’s blaming the Rioters, Anarchists, Agitators, and Looters, which he could never blame or he would lose the Radical Left Bernie supports!",Mon Aug 31 18:38:55 +0000 2020,42646,,182718,False
Twitter for iPhone,1300428396493758464,LAW &amp; ORDER!,Mon Aug 31 13:41:05 +0000 2020,50774,,285801,False
Twitter for iPhone,1300428128309907457,"The Radical Left Mayors &amp;  Governors of Cities where this crazy violence is taking place have lost control of their “Movement”. It wasn’t supposed to be like this, but the Anarchists &amp; Agitators got carried away and don’t listen anymore - even forced Slow Joe out of basement!",Mon Aug 31 13:40:01 +0000 2020,25428,,94422,False
Twitter for iPhone,1300426765496725504,"I’ve been getting really good polls, some over 50%, except for one Fake Poll done by @ABC NEWS, which gives NO INFORMATION about the sample, R or D, or anything else. They did this last Election, with one week to go, down 12 points, and I won. They are disgusting Fake News!",Mon Aug 31 13:34:36 +0000 2020,20488,,91110,False
Twitter for iPhone,1300421406849671168,"Portland is a mess, and it has been for many years. If this joke of a mayor doesn’t clean it up, we will go in and do it for them!",Mon Aug 31 13:13:18 +0000 2020,34395,,185854,False
Twitter for iPhone,1300420725837266944,"If I didn’t INSIST on having the National Guard activate and go into Kenosha, Wisconsin, there would be no Kenosha right now. Also, there would have been great death and injury. I want to thank Law Enforcement and the National Guard. I will see you on Tuesday!",Mon Aug 31 13:10:36 +0000 2020,31902,,150801,False
Twitter for iPhone,1300267963254222854,"Just had a wonderful conversation with my friend, Prime Minister @AbeShinzo of Japan, who will be leaving office soon. Shinzo will soon be recognized as the greatest Prime Minister in the history of Japan, whose relationship with the USA is the best it has ever been. Special man!",Mon Aug 31 03:03:34 +0000 2020,49793,,219873,False
Twitter for iPhone,1300261079071830019,"When is Slow Joe Biden going to criticize the Anarchists, Thugs &amp; Agitators in ANTIFA? When is he going to suggest bringing up the National Guard in BADLY RUN &amp; Crime Infested Democrat Cities &amp; States? Remember, he can’t lose the Crazy Bernie Super Liberal vote!",Mon Aug 31 02:36:13 +0000 2020,34334,,147931,False
Twitter for iPhone,1300258464170758144,"....His problem is interesting. He must always be weak on CRIME because of the Bernie Sanders Radical Left voter. If he loses them, like Crooked Hillary did, he is “toast”, and many will vote for me because of TRADE (Bernie was good on trade). Joe MUST always be weak on crime!",Mon Aug 31 02:25:50 +0000 2020,16056,25073877,74034,False
Twitter for iPhone,1300258463298224129,"Joe Biden is coming out of the basement earlier than his hoped for ten days because his people told him he has no choice, his poll numbers are PLUNGING! Going to Pittsburgh, where I have helped industry to a record last year, &amp; then back to his  basement for an extended period...",Mon Aug 31 02:25:49 +0000 2020,26544,,122948,False
Twitter for iPhone,1300241522244362242,RT @realDonaldTrump: LAW &amp; ORDER!!!,Mon Aug 31 01:18:30 +0000 2020,61268,,0,False
Twitter for iPhone,1300241347127980034,RT @realDonaldTrump: The only way you will stop the violence in the high crime Democrat run cities is through strength!,Mon Aug 31 01:17:49 +0000 2020,46343,,0,False
Twitter for iPhone,1300195730527784960,"Rushing him out of basement after seeing some very disturbing numbers. Don’t worry, he’ll go back to basement soon! https://t.co/CEMq5xowQt",Sun Aug 30 22:16:33 +0000 2020,22401,,87108,False
Twitter for iPhone,1300194087589629954,"RT @TimRunsHisMouth: Hey Ted Wheeler, Nobody believes that Trump hurting your feelings with mean words is why ANTIFA is burning Portland to…",Sun Aug 30 22:10:01 +0000 2020,12244,,0,False
Twitter for iPhone,1300194034053513219,"RT @TDN_NOTICIAS: 🟥 Black Lives Matter / Antifa

https://t.co/2fmDlT52aN",Sun Aug 30 22:09:48 +0000 2020,12495,,0,False
Twitter for iPhone,1300193813051453440,"RT @dbongino: Liberal groups, rioting in liberal cities, with liberal mayors, and liberal city councils, promoting radical liberal causes,…",Sun Aug 30 22:08:56 +0000 2020,30013,,0,False
Twitter for iPhone,1300193460817928192,"RT @JasonMillerinDC: Must be nice to have the MSM for a rapid response team.

No mention of Biden failing to call on Wheeler to allow feder…",Sun Aug 30 22:07:32 +0000 2020,10070,,0,False
Twitter for iPhone,1300193398477946883,Rest In Peace Jay! https://t.co/j6FYxIygmh,Sun Aug 30 22:07:17 +0000 2020,61471,,211136,False
Twitter for iPhone,1300193033581928448,A weak and pathetic Democrat Mayor!!! https://t.co/dehIDMwgul,Sun Aug 30 22:05:50 +0000 2020,18242,,67070,False
Twitter for iPhone,1300192198055653378,"RT @laralogan: Where is the justice for Andy Ngo? Antifa has been carrying out violent attacks for a long time in Portland, long before the…",Sun Aug 30 22:02:31 +0000 2020,11098,,0,False
Twitter for iPhone,1300192133366902784,"RT @LizRNC: Blaming anyone except the left-wing mobs, radical antifa and Marxists, and the feckless Dem leadership in cities allowing them…",Sun Aug 30 22:02:15 +0000 2020,8674,,0,False
Twitter for iPhone,1300192006799532034,RT @TheRightMelissa: Democrats now trying to distance themselves from #BidenRiots but it’s not gonna work. Antifa &amp; BLM are your supporters…,Sun Aug 30 22:01:45 +0000 2020,13754,,0,False
Twitter for iPhone,1300191629685522435,"RT @BernardKerik: .@tedwheeler Portland is your responsibility, not President @realDonaldTrump’s! You have allowed #BLM and #Antifa militan…",Sun Aug 30 22:00:15 +0000 2020,14872,,0,False
Twitter for iPhone,1300171130326716418,The only way you will stop the violence in the high crime Democrat run cities is through strength!,Sun Aug 30 20:38:48 +0000 2020,46343,,245653,False
Twitter for iPhone,1300170579048357894,"..The people of Portland, like all other cities &amp;  parts of our great Country, want Law &amp; Order. The Radical Left Democrat Mayors, like the dummy running Portland, or the guy right now in his basement unwilling to lead or even speak out against crime, will never be able to do it!",Sun Aug 30 20:36:36 +0000 2020,19250,25073877,78300,False
Twitter for iPhone,1300170578134003713,"....He tried mixing with the Agitators and Anarchists and they mocked him. He would like to blame me and the Federal Government for going in, but he hasn’t seen anything yet. We have only been there with a small group to defend our U.S. Courthouse, because he couldn’t do it....",Sun Aug 30 20:36:36 +0000 2020,16538,25073877,71530,False
Twitter for iPhone,1300170576515026945,"Ted Wheeler, the wacky Radical Left Do Nothing Democrat Mayor of Portland, who has watched great death and destruction of his City during his tenure, thinks this lawless situation should go on forever. Wrong! Portland will never recover with a fool for a Mayor....",Sun Aug 30 20:36:36 +0000 2020,32741,,126546,False
Twitter for iPhone,1300041598449917953,LAW &amp; ORDER!!!,Sun Aug 30 12:04:05 +0000 2020,61268,,341416,False
Twitter for iPhone,1300038510687260673,.@DNI_Ratcliffe on @MariaBartiromo this morning. @FoxNews,Sun Aug 30 11:51:49 +0000 2020,9071,,46759,False
Twitter for iPhone,1300037695729737733,Moving along nicely. MAGA! https://t.co/xNchR73xgp,Sun Aug 30 11:48:34 +0000 2020,16845,,68445,False
Twitter for iPhone,1300037299653279744,RT @PollWatch2020: Trump got 8 percent of black vote in 2016. I’ve been predicting 11-13 percent in 2020. I’m thinking he could get 14-16 p…,Sun Aug 30 11:47:00 +0000 2020,9712,,0,False
Twitter for iPhone,1300037119486971906,"RT @PollWatch2020: Rich Baris: ""Democrats are in a complete and total panic right now.""",Sun Aug 30 11:46:17 +0000 2020,7760,,0,False
Twitter for iPhone,1300037085747982336,RT @PollWatch2020: Heads will explode. Trump up in Michigan.,Sun Aug 30 11:46:09 +0000 2020,7717,,0,False
Twitter for iPhone,1300037061223878656,"RT @PollWatch2020: Here's the Trafalgar Group info on Trump's lead in Michigan:

https://t.co/Bux455MJzX",Sun Aug 30 11:46:03 +0000 2020,4230,,0,False
Twitter for iPhone,1300036775084265472,"RT @Peoples_Pundit: Donald Trump just got the biggest betting odds convention bounce in history, and the convention just ended last night.…",Sun Aug 30 11:44:55 +0000 2020,7183,,0,False
Twitter for iPhone,1300036526609502210,RT @PollWatch2020: If you want to see how good or bad a pollster is just go to Real Clear Politics and check their past predictions. Don't…,Sun Aug 30 11:43:56 +0000 2020,4356,,0,False
Twitter for iPhone,1300036460230434816,RT @PollWatch2020: Interesting,Sun Aug 30 11:43:40 +0000 2020,3612,,0,False
Twitter for iPhone,1300036412121714693,RT @PollWatch2020: We're at the point now where no pollster should be using registered voters.,Sun Aug 30 11:43:28 +0000 2020,3554,,0,False
Twitter for iPhone,1300036400943902721,"RT @PollWatch2020: Concerning presidential debates, which option has more risk for Joe Biden? (i.e. which option could hurt Biden more?)",Sun Aug 30 11:43:26 +0000 2020,3692,,0,False
Twitter for iPhone,1300036119770300421,RT @RobertCahaly: @marthamaccallum pay attention we got it right ‘16 and ‘18. And we show it tightening,Sun Aug 30 11:42:19 +0000 2020,3043,,0,False
Twitter for iPhone,1300035990514470914,RT @PollWatch2020: True. Full campaign mode!,Sun Aug 30 11:41:48 +0000 2020,3962,,0,False
Twitter for iPhone,1300035946277150721,"RT @PollWatch2020: 1)  A nugget about the Trafalgar Michigan poll that has Trump up 46.6 to 45.2 over Biden.

Before the Dem Convention Tru…",Sun Aug 30 11:41:37 +0000 2020,2864,,0,False
Twitter for iPhone,1300035855067815936,RT @PollWatch2020: 3) To me the big news is that Trump was up 2.7% in Michigan right before the Dem Convention. After the coming Trump bump…,Sun Aug 30 11:41:16 +0000 2020,2986,,0,False
Twitter for iPhone,1300035847845285888,RT @PollWatch2020: Trump put on a GREAT show in New Hampshire. Well over an hour! When Biden campaigns will he go for an hour?  Probably 8…,Sun Aug 30 11:41:14 +0000 2020,3739,,0,False
Twitter for iPhone,1300035375751221249,Michael knows!!! https://t.co/QNuj5Y1PZc,Sun Aug 30 11:39:21 +0000 2020,8817,,38419,False
Twitter for iPhone,1300034965472768005,RT @RobertCahaly: Doubt what we @trafalgar_group say about #MI #Elections2020 at your own peril. History is not on your side. https://t.co/…,Sun Aug 30 11:37:43 +0000 2020,3117,,0,False
Twitter for iPhone,1300034852855713792,"RT @LarrySchweikart: @ForecasterEnten 3) There is no---ZERO---drop off in Trump support from 2016. There is 95% GOP support.

4) This means…",Sun Aug 30 11:37:17 +0000 2020,4718,,0,False
Twitter for iPhone,1300034692620713984,RT @thebradfordfile: WOW. President Trump's support among black voters rose 9 points during the GOP convention.,Sun Aug 30 11:36:38 +0000 2020,14417,,0,False
Twitter for iPhone,1300034005597814784,"RT @PollWatch2020: 1). BREAKING: Democracy Institute shows Trump up nationally and in battlegrounds:

National Popular Vote:
Trump 48
Biden…",Sun Aug 30 11:33:55 +0000 2020,14575,,0,False
Twitter for iPhone,1300033922177421318,"RT @PollWatch2020: 2). Democracy Institute Poll:

Florida
Trump 47
Biden 44

Minnesota 
Trump 48
Biden 45

New Hampshire
Trump 47
Biden 43",Sun Aug 30 11:33:35 +0000 2020,5458,,0,False
Twitter for iPhone,1300033862626574336,"RT @PollWatch2020: 3). DI poll:

Electoral Projection
Trump 319
Biden 219",Sun Aug 30 11:33:20 +0000 2020,5644,,0,False
Twitter for iPhone,1300033818540339200,"RT @PollWatch2020: 4). Enthusiasm gap is huge.
Very supportive 

Trump 82%
Biden 40%",Sun Aug 30 11:33:10 +0000 2020,6587,,0,False
Twitter for iPhone,1300033750978486272,"RT @PollWatch2020: 6). According to Democracy Institute the Dems badly miscalculated on BLM:

74% prefer all lives matter
26% prefer black…",Sun Aug 30 11:32:54 +0000 2020,7623,,0,False
Twitter for iPhone,1300033497504141312,"RT @PollWatch2020: 9) According to the Democracy Institute Poll: Trump approval is at 52 percent  

(NOTE: That number is exactly what Zogb…",Sun Aug 30 11:31:53 +0000 2020,3854,,0,False
Twitter for iPhone,1300033365010198529,"RT @PollWatch2020: 12. DI Poll:

""Which candidate do you trust to do the best job handling the economy?

Trump: 59%
Biden 41%",Sun Aug 30 11:31:22 +0000 2020,4391,,0,False
Twitter for iPhone,1300032966912077824,"RT @PollWatch2020: 16.  From DI Poll:

“Do you think Joe Biden is experiencing some form of cognitive decline, such as the early stages of…",Sun Aug 30 11:29:47 +0000 2020,4257,,0,False
Twitter for iPhone,1300031851554242561,"RT @TheBabylonBee: Biden: 'If You Thought The Republican Convention Was Good, Just Wait 'Til We Have Our Convention!' https://t.co/Q27uwZtO…",Sun Aug 30 11:25:21 +0000 2020,14889,,0,False
Twitter for iPhone,1300030449042042881,RT @DrewHolden360: At some point it would be nice if we talked about the fact that there appears to be a semi-professional class of people…,Sun Aug 30 11:19:47 +0000 2020,13696,,0,False
Twitter for iPhone,1300030383019438080,RT @NoahCRothman: A lot of these videos have been shocking. I audibly gasped at this one.,Sun Aug 30 11:19:31 +0000 2020,14332,,0,False
Twitter for iPhone,1300029933301960704,RT @MaxAbrahms: Don’t forget how the media said during last election that ISIS wanted Trump to win &amp; would strengthen if he became presiden…,Sun Aug 30 11:17:44 +0000 2020,4626,,0,False
Twitter for iPhone,1300029912594735104,"RT @ConceptualJames: Literally every time I hear the words ""peaceful protesters"" now, I assume it's a lie. This isn't correct or good.",Sun Aug 30 11:17:39 +0000 2020,6263,,0,False
Twitter for iPhone,1300029755757076483,"RT @LeeSmithDC: Query for CNN employees: do you tell the truth to your loved ones? To your children, spouses and parents, and your friends,…",Sun Aug 30 11:17:01 +0000 2020,6893,,0,False
Twitter for iPhone,1300028922264989696,"RT @RichLowry: True, and it’s confounding that they ever thought totally glossing over it was a good idea",Sun Aug 30 11:13:43 +0000 2020,3625,,0,False
Twitter for iPhone,1300028810394468352,"RT @AriFleischer: This is an excellent Q&amp;A explaining the nuts &amp; bolts of voting in NV, a state that has never conducted a mostly-mail gene…",Sun Aug 30 11:13:16 +0000 2020,3603,,0,False
Twitter for iPhone,1300028625283092481,Their minds are gone!!! https://t.co/4KMtQSvF5z,Sun Aug 30 11:12:32 +0000 2020,8491,,35057,False
Twitter for iPhone,1300027733293047810,.@MayorBowser should arrest these agitators and thugs!Clean up D.C. or the Federal Government will do it for you. Enough!!! @MayorBowser https://t.co/45RzrDqw1q,Sun Aug 30 11:08:59 +0000 2020,10930,,36279,False
Twitter for iPhone,1300025296155021314,RT @CarmineSabia: It is a shame Portland Mayor Ted Wheeler places his politics above the safety of his citizens.,Sun Aug 30 10:59:18 +0000 2020,4814,,0,False
Twitter for iPhone,1300025245626228736,"The National Guard is Ready, Willing and Able. All the Governor has to do is call! https://t.co/iRe5ExgRGO",Sun Aug 30 10:59:06 +0000 2020,14038,,50548,False
Twitter for iPhone,1300024630930010112,"Tone down the language, but TRUE! https://t.co/CcdNwlLsb3",Sun Aug 30 10:56:39 +0000 2020,19257,,84289,False
Twitter for iPhone,1300024287097696257,"RT @HasTedResigned: It is August 29, 2020, and Ted Wheeler has not yet resigned for committing war crimes.",Sun Aug 30 10:55:17 +0000 2020,5905,,0,False
Twitter for iPhone,1300024226833932290,RT @stillgray: The chickens are coming home to roost in Portland as anti-police activists rally at mayor Ted Wheeler’s residence and plan t…,Sun Aug 30 10:55:03 +0000 2020,4665,,0,False
Twitter for iPhone,1300024113487138817,This is where his crazed leaders are taking their puppet! https://t.co/ZdJzr2UQre,Sun Aug 30 10:54:36 +0000 2020,8735,,31989,False
Twitter for iPhone,1300023595549298689,"RT @livesmattershow: These are the zombies that are calling for a revolution to move into power in the USA

Imagine these people becoming y…",Sun Aug 30 10:52:33 +0000 2020,4232,,0,False
Twitter for iPhone,1300023372672389120,RT @gatewaypundit: Portland Black Lives Matter Have Chained Themselves Together in Lobby of Leftist Mayor Ted Wheeler's Apartment https://t…,Sun Aug 30 10:51:39 +0000 2020,5188,,0,False
Twitter for iPhone,1300023313029357570,RT @DeanBrowningPA: Portland Mayor Ted Wheeler apparently wasn't getting enough attention so he published the letter he wrote to Trump reje…,Sun Aug 30 10:51:25 +0000 2020,6357,,0,False
Twitter for iPhone,1300023109001588738,"RT @KerriKupecDOJ: Fun fact about Portland Mayor Ted Wheeler — not only is he the mayor, he’s also the police commissioner....",Sun Aug 30 10:50:37 +0000 2020,6772,,0,False
Twitter for iPhone,1300022913060556802,Thank you Lisa. Well stated!!! https://t.co/k0urkflQdx,Sun Aug 30 10:49:50 +0000 2020,8876,,32581,False
Twitter for iPhone,1300022611510992896,RT @10tpdx: Ted Wheeler and the PPB have blood on their hands.,Sun Aug 30 10:48:38 +0000 2020,3660,,0,False
Twitter for iPhone,1300022486898278400,"RT @talktomooney: For no particular reason, this is the phone number of Portland's mayor, Ted Wheeler.  Consider calling on him to resign.…",Sun Aug 30 10:48:08 +0000 2020,5277,,0,False
Twitter for iPhone,1300021624574554112,RT @stoolpresidente: Shame on the @bigten,Sun Aug 30 10:44:43 +0000 2020,4528,,0,False
Twitter for iPhone,1300021108872294401,RT @dbongino: ALL LIVES MATTER!,Sun Aug 30 10:42:40 +0000 2020,24182,,0,False
Twitter for iPhone,1300021052320419840,"RT @JackPosobiec: BREAKING: President Trump will travel to Kenosha, WI on Tuesday",Sun Aug 30 10:42:26 +0000 2020,6723,,0,False
Twitter for iPhone,1300020995630264320,Thank you. We will not let them down! https://t.co/IOAVJpJji5,Sun Aug 30 10:42:13 +0000 2020,9747,,38469,False
Twitter for iPhone,1300020804504219648,"RT @RealJamesWoods: Hey, can somebody yell down to the basement and tell Joe there’s another police station on fire? Try to catch him betwe…",Sun Aug 30 10:41:27 +0000 2020,10851,,0,False
Twitter for iPhone,1300020749361704961,RT @EricTrump: Great - we can now all vote in person! https://t.co/t0Sn4gCrRe,Sun Aug 30 10:41:14 +0000 2020,30055,,0,False
Twitter for iPhone,1300020433748660229,"RT @CortesSteve: Fund Police.

Defund NPR.",Sun Aug 30 10:39:59 +0000 2020,5219,,0,False
Twitter for iPhone,1300020331147653121,Play Football Big Ten! https://t.co/tlMFxv2mvx,Sun Aug 30 10:39:34 +0000 2020,8529,,50829,False
Twitter for iPhone,1300019987336368128,RT @RealJamesWoods: #KillerCuomo should be in jail.,Sun Aug 30 10:38:12 +0000 2020,20301,,0,False
Twitter for iPhone,1300019849540886528,GREAT PATRIOTS! https://t.co/BWGxVoBTmI,Sun Aug 30 10:37:39 +0000 2020,30150,,146318,False
Twitter for iPhone,1300019629683806208,RT @RealJamesWoods: Basement flooded? https://t.co/x0MwRkirLI,Sun Aug 30 10:36:47 +0000 2020,10555,,0,False
Twitter for iPhone,1300019490177069060,"Disgraceful Anarchists. We are watching them closely, but stupidly protected by the Radical Left Dems! https://t.co/IvuIh6cRz5",Sun Aug 30 10:36:14 +0000 2020,21642,,72868,False
Twitter for iPhone,1300018868669362178,"RT @littllemel: “This week the CDC quietly updated the Covid number to admit that only 6% of all the 153,504 deaths recorded actually died…",Sun Aug 30 10:33:46 +0000 2020,41183,,0,False
Twitter for iPhone,1300018723642839040,RT @JackPosobiec: Reminder: Ted Wheeler rejected President Trump’s officer for federal assistance in Portland,Sun Aug 30 10:33:11 +0000 2020,7364,,0,False
Twitter for iPhone,1300018667569192960,"RT @PollWatch2020: 1). BREAKING: Democracy Institute shows Trump up nationally and in battlegrounds:

National Popular Vote:
Trump 48
Biden…",Sun Aug 30 10:32:58 +0000 2020,4226,,0,False
Twitter for iPhone,1300018396130611200,Democrat “Leadership” has no clue. Request help now....Problem Over!!! https://t.co/Jifo9JwTD0,Sun Aug 30 10:31:53 +0000 2020,11204,,35675,False
Twitter for iPhone,1300017727638298624,"RT @RichardGrenell: Hours after @tedwheeler sent a “I Don’t Want Trump’s Help” letter, his city is in chaos.",Sun Aug 30 10:29:14 +0000 2020,13252,,0,False
Twitter for iPhone,1300017613377097730,ANTIFA is a Radical Left group that only wants bad things for our Country. They are supported by $FOOLS! https://t.co/Be8avd2wPL,Sun Aug 30 10:28:46 +0000 2020,23947,,69091,False
Twitter for iPhone,1300016930674409472,RT @MrAndyNgo: The NYT is reporting that the deceased white victim was wearing a Patriot Prayer hat. Patriot Prayer is a pro-Trump conserva…,Sun Aug 30 10:26:04 +0000 2020,7599,,0,False
Twitter for iPhone,1300016836684255237,RT @stillgray: The shooting victim in Portland had a blue lives patch on his pants. https://t.co/8VsOHnZNeX,Sun Aug 30 10:25:41 +0000 2020,4648,,0,False
Twitter for iPhone,1300016802815193095,RT @JennaEllisEsq: 🚨🚨🚨🚨🚨🚨🚨🚨🚨 https://t.co/kcbyFcxoEL,Sun Aug 30 10:25:33 +0000 2020,9463,,0,False
Twitter for iPhone,1300016763934052359,RT @MrAndyNgo: It was a conservative who was killed.,Sun Aug 30 10:25:24 +0000 2020,3623,,0,False
Twitter for iPhone,1300016733902733312,"RT @guru_scout: Just 2 days ago, Portland's mayor yet again rejected President Trump's offer for federal aid after over 90 days of rioting.…",Sun Aug 30 10:25:17 +0000 2020,3822,,0,False
Twitter for iPhone,1300016064454176769,"RT @drdavidsamadi: As of today in America, 3,378,859 people have recovered from COVID-19.

The media only reports the deaths and new case n…",Sun Aug 30 10:22:37 +0000 2020,21570,,0,False
Twitter for iPhone,1300015960712269826,"RT @MrAndyNgo: “I am not sad that a f—ing fascist died tonight,” says a woman at the antifa gathering in downtown Portland. The crowd laugh…",Sun Aug 30 10:22:12 +0000 2020,20834,,0,False
Twitter for iPhone,1300015577742929920,"RT @MrAndyNgo: “He was a f—ing Nazi! Our community held its own.”

Antifa &amp; BLM in Portland celebrate the homicide of a purported Trump sup…",Sun Aug 30 10:20:41 +0000 2020,8913,,0,False
Twitter for iPhone,1300015097218240512,"Wheeler is incompetent, much like Sleepy Joe Biden. This is not what our great Country wants. They want Safety &amp; Security, and do NOT want to Defund our Police! https://t.co/lZigDBjvKJ",Sun Aug 30 10:18:46 +0000 2020,8412,,31055,False
Twitter for iPhone,1300013635046182912,"Our great National Guard could solve these problems in less than 1 hour. Local authorities must ask before it is too late. People of Portland, and other Democrat run cities, are disgusted with Schumer, Pelosi, and thier local “leaders”. They want Law &amp; Order! https://t.co/f6LOKcf7BU",Sun Aug 30 10:12:58 +0000 2020,10884,,36225,False
Twitter for iPhone,1300011433921572864,RT @AGHamilton29: Sounds like at least one person shot in Portland after clashes between left-wing and right-wing extremists. Really glad T…,Sun Aug 30 10:04:13 +0000 2020,3384,,0,False
Twitter for iPhone,1300011337670635522,RT @ostate87: @MrAndyNgo @Ted wheeler This could have been avoided! Do your Job!! https://t.co/VqIlq4SwJp,Sun Aug 30 10:03:50 +0000 2020,2968,,0,False
Twitter for iPhone,1300011296855912448,"RT @MrAndyNgo: EXCLUSIVE: I can confirm it is a homicide. The person shot in downtown Portland is deceased.

Some witnesses are saying the…",Sun Aug 30 10:03:40 +0000 2020,5437,,0,False
Twitter for iPhone,1300011222717390849,"RT @FarleyMedia: Mayor/Police Commissioner Ted Wheeler Assassinated a Patriot, tonight, through Antifa. Blood is on his hands and We Want J…",Sun Aug 30 10:03:23 +0000 2020,4526,,0,False
Twitter for iPhone,1300011128270000130,"RT @JohnMor66719851: Ted Wheeler keeps refusing help from Trump because he doesn't want to make the situation worse.
Yeah, I can see his po…",Sun Aug 30 10:03:00 +0000 2020,3192,,0,False
Twitter for iPhone,1300010869515079681,"RT @thebradfordfile: If anyone dies in Portland tonight, Ted Wheeler has nobody to blame but himself.",Sun Aug 30 10:01:58 +0000 2020,5301,,0,False
Twitter for iPhone,1300010842059149317,RT @charliekirk11: “Activists” in Portland are now occupying Ted Wheeler’s apartment complex until he either agrees to resign or defund the…,Sun Aug 30 10:01:52 +0000 2020,10772,,0,False
Twitter for iPhone,1300010374855524352,The big backlash going on in Portland cannot be unexpected after 95 days of watching and incompetent Mayor admit that he has no idea what he is doing. The people of Portland won’t put up with no safety any longer.The Mayor is a FOOL. Bring in the National Guard! https://t.co/bM6ypak94t,Sun Aug 30 10:00:01 +0000 2020,19653,,66601,False
Twitter for iPhone,1300007786101772288,"Everything a Governor asked the Federal Government for with respect to the Pandemic, they got. They all said, on tape, the Federal government did a great job. Governor Cuomo used the word “phenomenal.” The Task Force worked well with the States. Feds bailed out many States!",Sun Aug 30 09:49:43 +0000 2020,20851,,91577,False
Twitter for iPhone,1299912963646726144,"RT @SteveScalise: Toured damage from Hurricane Laura with President Trump today. Louisiana is full of tough, resilient people. We’ve proved…",Sun Aug 30 03:32:56 +0000 2020,6887,,0,False
Twitter for iPhone,1299912895833214978,RT @SenJohnKennedy: Thankful @realDonaldTrump made the trip to Lake Charles today to be with the people of Louisiana. I’m grateful our stat…,Sun Aug 30 03:32:40 +0000 2020,7471,,0,False
Twitter for iPhone,1299912591863689216,RT @CorkyForSenate: .@realDonaldTrump is #CommittedToCorky! His remarks last night were spot on. We need a political outsider who will help…,Sun Aug 30 03:31:27 +0000 2020,3767,,0,False
Twitter for iPhone,1299912445499183105,"RT @mowers: Thank you, President @realDonaldTrump! 🇺🇸 

I’m proud to have served in President Trump’s administration and to have his endors…",Sun Aug 30 03:30:52 +0000 2020,4273,,0,False
Twitter for iPhone,1299899293826981888,RT @OANN: Ky. Attorney General Cameron: President Trump Is What’s Best For The Country https://t.co/W6QwuJdCHG #OANN https://t.co/iA01Dpx1E3,Sun Aug 30 02:38:37 +0000 2020,6344,,0,False
Twitter for iPhone,1299899241360510978,U.S. planning to cut military presence in Iraq - https://t.co/d1MGNQ2QsA,Sun Aug 30 02:38:24 +0000 2020,15192,,73630,False
Twitter for iPhone,1299898875445116929,"RT @EmilyRoseFinn: #LIVE: Pres. @realDonaldTrump is delivering remarks in Lake Charles, Louisiana after a briefing on the emergency operati…",Sun Aug 30 02:36:57 +0000 2020,3947,,0,False
Twitter for iPhone,1299898733589651457,RT @OANN: President Trump Surveys Damage Caused By Hurricane Laura https://t.co/DsDZMgssiQ #OANN https://t.co/Nof1AJD9f9,Sun Aug 30 02:36:23 +0000 2020,4427,,0,False
